date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:54:56	391622/391622	---M--	200	added ('OK')	image/svg+xml	etag:%225f9c6-58e9176141fa6%22	https://www.designesia.com/themes/profession/fonts/font-awesome/fonts/fontawesome-webfont.svg?v=4.6.3	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/fonts/font-awesome/fonts/fontawesome-webfont5b62.svg	(from https://www.designesia.com/themes/profession/fonts/font-awesome/css/font-awesome.css)
20:54:57	59572/59572	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22e8b4-58e91784b8036%22	https://www.designesia.com/themes/profession/fonts/elegant_font/HTML_CSS/fonts/ElegantIcons.eot	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/fonts/elegant_font/HTML_CSS/fonts/ElegantIcons.eot	(from https://www.designesia.com/themes/profession/fonts/elegant_font/HTML_CSS/style.css)
20:54:58	59572/59572	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22e8b4-58e91784b8036%22	https://www.designesia.com/themes/profession/fonts/elegant_font/HTML_CSS/fonts/ElegantIcons.eot?	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/fonts/elegant_font/HTML_CSS/fonts/ElegantIconsd41d.eot	(from https://www.designesia.com/themes/profession/fonts/elegant_font/HTML_CSS/style.css)
20:55:00	63664/63664	---M--	200	added ('OK')	application/font-woff	etag:%22f8b0-58e91788358f1%22	https://www.designesia.com/themes/profession/fonts/elegant_font/HTML_CSS/fonts/ElegantIcons.woff	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/fonts/elegant_font/HTML_CSS/fonts/ElegantIcons.woff	(from https://www.designesia.com/themes/profession/fonts/elegant_font/HTML_CSS/style.css)
20:55:02	59388/59388	---M--	200	added ('OK')	application/font-sfnt	etag:%22e7fc-58e9178697802%22	https://www.designesia.com/themes/profession/fonts/elegant_font/HTML_CSS/fonts/ElegantIcons.ttf	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/fonts/elegant_font/HTML_CSS/fonts/ElegantIcons.ttf	(from https://www.designesia.com/themes/profession/fonts/elegant_font/HTML_CSS/style.css)
20:55:04	277297/277297	---M--	200	added ('OK')	image/svg+xml	etag:%2243b31-58e91785c58ab%22	https://www.designesia.com/themes/profession/fonts/elegant_font/HTML_CSS/fonts/ElegantIcons.svg	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/fonts/elegant_font/HTML_CSS/fonts/ElegantIcons.svg	(from https://www.designesia.com/themes/profession/fonts/elegant_font/HTML_CSS/style.css)
20:55:04	32694/32694	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%227fb6-58e91750a3233%22	https://www.designesia.com/themes/profession/fonts/et-line-font/fonts/et-line.eot	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/fonts/et-line-font/fonts/et-line.eot	(from https://www.designesia.com/themes/profession/fonts/et-line-font/style.css)
20:55:06	32694/32694	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%227fb6-58e91750a3233%22	https://www.designesia.com/themes/profession/fonts/et-line-font/fonts/et-line.eot?	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/fonts/et-line-font/fonts/et-lined41d.eot	(from https://www.designesia.com/themes/profession/fonts/et-line-font/style.css)
20:55:08	55220/55220	---M--	200	added ('OK')	application/font-woff	etag:%22d7b4-58e91753a1bb4%22	https://www.designesia.com/themes/profession/fonts/et-line-font/fonts/et-line.woff	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/fonts/et-line-font/fonts/et-line.woff	(from https://www.designesia.com/themes/profession/fonts/et-line-font/style.css)
20:55:09	32536/32536	---M--	200	added ('OK')	application/font-sfnt	etag:%227f18-58e91751f3126%22	https://www.designesia.com/themes/profession/fonts/et-line-font/fonts/et-line.ttf	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/fonts/et-line-font/fonts/et-line.ttf	(from https://www.designesia.com/themes/profession/fonts/et-line-font/style.css)
20:55:11	175537/175537	---M--	200	added ('OK')	image/svg+xml	etag:%222adb1-58e9175274f40%22	https://www.designesia.com/themes/profession/fonts/et-line-font/fonts/et-line.svg	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/fonts/et-line-font/fonts/et-line.svg	(from https://www.designesia.com/themes/profession/fonts/et-line-font/style.css)
